ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,JOURNAL,JIF,PAGE_ICON
PPDock,https://github.com/JieDuTQS/PPDock,https://doi.org/10.1021/acs.jcim.4c01373,,,Structure-based Virtual Screening,Docking,ML-based,,Pocket Prediction-Based Protein–Ligand Blind Docking,18,2024-07-18T03:31:16Z,6 months ago,,0,Journal of Chemical Information and Modeling,5.6,simple/abbrobotstudio
QuickBind,https://github.com/aqlaboratory/QuickBind,https://doi.org/10.48550/arXiv.2410.16474,,,Structure-based Virtual Screening,Docking,ML-based,,QuickBind: A Light-Weight And Interpretable Molecular Docking Model,20,2024-10-23T06:58:00Z,2 months ago,,0,,,simple/abbrobotstudio
RapidDock,,https://doi.org/10.48550/arXiv.2411.00004,,,Structure-based Virtual Screening,Docking,ML-based,,RapidDock: Unlocking Proteome-scale Molecular Docking,,,,,0,,,simple/abbrobotstudio
Re-Dock,,https://doi.org/10.48550/arXiv.2402.11459,,,Structure-based Virtual Screening,Docking,ML-based,,Re-Dock: Towards Flexible and Realistic Molecular Docking with Diffusion Bridge,,,,,0,,,simple/abbrobotstudio
SurfDock,https://github.com/CAODH/SurfDock,https://doi.org/10.1101/2023.12.13.571408,,,Structure-based Virtual Screening,Docking,ML-based,,Surface-Informed Diffusion Generative Model for Reliable and Accurate Protein-ligand Complex Prediction,151,2025-03-13T06:03:49Z,0 months ago,,1,,,simple/abbrobotstudio
TankBind,https://github.com/luwei0917/TankBind,https://doi.org/10.1101/2022.06.06.495043,,,Structure-based Virtual Screening,Docking,ML-based,,Trigonometry-Aware Neural NetworKs for Drug-Protein Binding Structure Prediction,153,2023-11-01T01:52:33Z,14 months ago,,66,,,simple/abbrobotstudio
TopoFormer,https://github.com/WeilabMSU/TopoFormer,https://doi.org/10.5281/zenodo.10892800,,,Structure-based Virtual Screening,Docking,ML-based,,"A topological transformer for protein-ligand complex interaction prediction, integrating multiscale topology techniques with a structure-to-sequence transformer model.",36,2024-07-07T00:02:39Z,6 months ago,,0,,,simple/abbrobotstudio
Uni-Dock,https://github.com/dptech-corp/Uni-Dock,https://doi.org/10.1021/acs.jctc.2c01145,,,Structure-based Virtual Screening,Docking,ML-based,,GPU-Accelerated Docking Enables Ultralarge Virtual Screening (standalone).,212,2025-03-11T10:40:21Z,5 months ago,,35,Journal of Chemical Theory and Computation,5.7,simple/abbrobotstudio
Uni-Mol,https://github.com/deepmodeling/Uni-Mol,https://doi.org/10.26434/chemrxiv-2022-jjm0j-v3,,,Structure-based Virtual Screening,Docking,ML-based,,A Universal 3D Molecular Representation Learning Framework,807,2025-03-13T02:50:34Z,0 months ago,,10,,,simple/abbrobotstudio
Uni-Mol v2,https://github.com/deepmodeling/Uni-Mol,https://doi.org/10.26434/chemrxiv-2022-jjm0j-v3,,https://bohrium.dp.tech/apps/unimoldockingv2,Structure-based Virtual Screening,Docking,ML-based,,,807,2025-03-13T02:50:34Z,0 months ago,,10,,,simple/abbrobotstudio
vScreenML,https://github.com/karanicolaslab/vScreenML,https://doi.org/10.1073/pnas.2000585117,,,Structure-based Virtual Screening,Docking,ML-based,,"A machine learning classifier designed for virtual screening, allowing for the rescoring of hits to eliminate false positives, based on the Dataset of Congruent Inhibitors and Decoys (D-COID).",23,2020-07-13T06:35:36Z,55 months ago,,147,Proceedings of the National Academy of Sciences,9.4,simple/abbrobotstudio
vScreenML2.0,https://github.com/gandrianov/vScreenML2,https://doi.org/10.3390/ijms252212350,,,Structure-based Virtual Screening,Docking,ML-based,,Improved Machine Learning Classification for Reducing False Positives in Structure-Based Virtual Screening,3,2024-07-25T18:35:56Z,5 months ago,,0,International Journal of Molecular Sciences,4.9,simple/abbrobotstudio
HARMONICFlow,https://github.com/HannesStark/FlowSite,https://doi.org/10.48550/arXiv.2310.05764,,,Structure-based Virtual Screening,Docking,Multi-Ligand,,Harmonic Self-Conditioned Flow Matching for Multi-Ligand Docking and Binding Site Design,94,2024-07-30T17:25:53Z,5 months ago,,0,,,simple/abbrobotstudio
O-LAP,https://github.com/jvlehtonen/overlap-toolkit,https://doi.org/10.1186/s13321-024-00857-6,,,Structure-based Virtual Screening,Docking,Negative Image based,,Building shape-focused pharmacophore models for effective docking screening,4,2024-08-12T10:45:45Z,5 months ago,,1,Journal of Cheminformatics,7.1,simple/abbrobotstudio
PANTHER,,https://doi.org/10.1007/s10822-015-9870-3,,https://www.medchem.fi/panther/,Structure-based Virtual Screening,Docking,Negative Image based,,Negative Image based docking and scoring,,,,,33,Journal of Computer-Aided Molecular Design,3,simple/abbrobotstudio
DeepRMSD-Vina,https://github.com/zchwang/DeepRMSD-Vina_Optimization,https://doi.org/10.1093/bib/bbac520,,,Structure-based Virtual Screening,Docking,Pose Optimisation,,"DeepRMSD+Vina is a computational framework integrating ligand binding pose optimization and screening, utilizing deep learning alongside the classical Vina scoring function.",39,2024-01-22T04:46:38Z,12 months ago,,32,Briefings in Bioinformatics,6.8,simple/abbrobotstudio
EquiDock,https://github.com/octavian-ganea/equidock_public,https://doi.org/10.1101/2021.06.06.447297,,,Structure-based Virtual Screening,Docking,Protein Docking,,"EquiDock employs geometric deep learning for fast and accurate rigid 3D protein-protein docking, focusing on efficiency and accessibility with comprehensive preprocessing and training guidelines.",237,2022-04-14T17:54:14Z,33 months ago,,4,,,simple/abbrobotstudio
LightDock,https://github.com/lightdock/lightdock,https://doi.org/10.1093/bioinformatics/btx555,,,Structure-based Virtual Screening,Docking,Protein Docking,,The open-source macromolecular docking framework written in Python,324,2024-01-16T11:07:15Z,12 months ago,,94,Bioinformatics,4.4,simple/abbrobotstudio
PyDock3,https://github.com/brianjimenez/pydock_tutorial,https://doi.org/10.1002/prot.21419,,,Structure-based Virtual Screening,Docking,Protein Docking,,Electrostatics and desolvation for effective scoring of rigid-body protein-protein docking,30,2018-07-02T10:30:22Z,79 months ago,,293,"Proteins: Structure, Function, and Bioinformatics",3.2,simple/abbrobotstudio
Zhang et al.,,https://doi.org/10.1021/acs.jctc.3c00943,,,Structure-based Virtual Screening,Docking,Quantum,,Encoding Molecular Docking for Quantum Computers,,,,,6,Journal of Chemical Theory and Computation,5.7,simple/abbrobotstudio
Revolutionizing drug discovery: an AI-powered transformation of molecular docking,,https://doi.org/10.1007/s00044-024-03253-9,,,Structure-based Virtual Screening,Docking,Reviews,,Revolutionizing drug discovery: an AI-powered transformation of molecular docking,,,,,3,Medicinal Chemistry Research,2.6,simple/abbrobotstudio
PheSA,https://github.com/joewah/PheSAExamples,https://doi.org/10.1021/acs.jcim.4c00516,,,Structure-based Virtual Screening,Docking,Shape-based,,An Open-Source Tool for Pharmacophore-Enhanced Shape Alignment,10,2024-07-05T19:23:06Z,6 months ago,,1,Journal of Chemical Information and Modeling,5.6,simple/abbrobotstudio
FitDock,,https://doi.org/10.1093/bib/bbac087,,http://cao.labshare.cn/fitdock/php/index.php,Structure-based Virtual Screening,Docking,Template,,"fits initial conformation to the given template using a hierachical multi-feature alignment approach, subsequently explores the possible conformations, and finally outputs refined docking poses",,,,,107,Briefings in Bioinformatics,6.8,simple/abbrobotstudio
WatVina,https://github.com/biocheming/watvina,,,,Structure-based Virtual Screening,Docking,Water,,"Watvina facilitates drug design with support for explicit or implicit waters, pharmacophore, or position-constrained docking, and external torsion parameters, enhancing the Autodock Vina engine.",60,2025-02-25T12:09:49Z,0 months ago,,,,,simple/abbrobotstudio
MolModa,,https://doi.org/10.1093/nar/gkae406,,https://durrantlab.com/molmoda,Structure-based Virtual Screening,Docking,WebServers,,accessible and secure molecular docking in a web browser.,,,,,2,Nucleic Acids Research,16.6,simple/abbrobotstudio
TOMEv3,,https://doi.org/10.1016/j.jmb.2024.168704,https://atome.cbs.cnrs.fr/ATOME_V3/index.html,,Structure-based Virtual Screening,Docking,WebServers,,@TOME 3.0: Interfacing Protein Structure Modeling and Ligand Docking,,,,,0,Journal of Molecular Biology,4.7,simple/abbrobotstudio
OpenVS,https://github.com/gfzhou/OpenVS,https://doi.org/10.1038/s41467-024-52061-7,,,Structure-based Virtual Screening,Docking,,,An artificial intelligence accelerated virtual screening platform for drug discovery,48,2024-12-16T21:03:20Z,1 months ago,,23,Nature Communications,14.7,simple/abbrobotstudio
ClusterX,https://github.com/ChenSikang/ClusterX,https://doi.org/10.1093/bib/bbad126,,,Structure-based Virtual Screening,Docking Pose Processing,Clustering,,"ClusterX is a deep clustering framework for learning molecular representations of protein-ligand complexes and accurately clustering ligands, designed to assist computational medicinal chemists in making visual decisions.",6,2024-02-28T08:41:08Z,10 months ago,,4,Briefings in Bioinformatics,6.8,fontawesome/solid/gears
AutoParty,https://github.com/keiserlab/autoparty,https://doi.org/10.26434/chemrxiv-2024-7p4ws,,,Structure-based Virtual Screening,Docking Pose Processing,Hit Picking,,Machine Learning-Guided Visual Inspection of Molecular Docking Results,13,2025-02-07T01:00:49Z,,,,,,fontawesome/solid/gears
BINANA,https://github.com/durrantlab/binana,https://doi.org/10.1016%2Fj.jmgm.2011.01.004,,https://durrantlab.pitt.edu/binana-download/,Structure-based Virtual Screening,Docking Pose Processing,Interaction Filtering,,"BINANA analyzes the geometries of predicted ligand poses to identify molecular interactions that contribute to binding, also featuring a web-browser application for visualizing these interactions.",15,2023-06-14T00:41:48Z,19 months ago,,194,Journal of Molecular Graphics and Modelling,2.7,fontawesome/solid/gears
LigGrep,,https://doi.org/10.1186/s13321-020-00471-2,,https://durrantlab.pitt.edu/liggrep/,Structure-based Virtual Screening,Docking Pose Processing,Interaction Filtering,,"LigGrep is a program for identifying docked poses that participate in specified receptor/ligand interactions, accepting a protein receptor file, docked-compound files, and user-specified filters as input.",,,,,17,Journal of Cheminformatics,7.1,fontawesome/solid/gears
vsFilt,,https://doi.org/10.1021/acs.jcim.0c00303,https://biokinet.belozersky.msu.ru/vsfilt,,Structure-based Virtual Screening,Docking Pose Processing,Interaction Filtering,,"A Tool to Improve Virtual Screening by Structural Filtration of Docking Poses (detect various types of interactions that are known to be involved in the molecular recognition, including hydrogen and halogen bonds, ionic interactions, hydrophobic contacts, pi-stacking, and cation-pi interactions) (online).",,,,,11,Journal of Chemical Information and Modeling,5.6,fontawesome/solid/gears
plif_validity,https://github.com/Exscientia/plif_validity,https://doi.org/10.7717/peerj.6283/supp-7,,,Structure-based Virtual Screening,Docking Pose Processing,Interaction recovery,,Assessing interaction recovery of predicted protein-ligand poses,9,2024-10-02T11:33:50Z,3 months ago,,0,,,fontawesome/solid/gears
MDFit,https://github.com/brueckna2020/MDFit,https://doi.org/10.1007/s10822-024-00564-2,,,Structure-based Virtual Screening,Docking Pose Processing,Ligand Stability,,"protein–ligand compatibility, including stability of different ligand-pocket interactions and other useful metrics that enable easy rank-ordering of the ligand library for pocket optimization",18,2024-02-02T21:16:17Z,11 months ago,,0,Journal of Computer-Aided Molecular Design,3,fontawesome/solid/gears
OpenBPMD,https://github.com/Gervasiolab/OpenBPMD/tree/main,acs.jcim.2c01142,,,Structure-based Virtual Screening,Docking Pose Processing,Metadynamics,,evaluating ligand pose stability using metadynamics,55,2023-07-19T09:23:26Z,18 months ago,,,,,fontawesome/solid/gears
DeepRMSD-Vina_Optimisation,https://github.com/zchwang/DeepRMSD-Vina_Optimization,,,,Structure-based Virtual Screening,Docking Pose Processing,Minimization,,This algorithm is based on deep learning and a classical scoring function (Vina score) and is designed to optimize ligand conformations.,39,2024-01-22T04:46:38Z,12 months ago,,,,,fontawesome/solid/gears
Energy minimization post-processing used in PoseBusters,https://github.com/maabuu/posebusters_em,https://doi.org/10.1039/d3sc04185a,,,Structure-based Virtual Screening,Docking Pose Processing,Minimization,,PoseBusters: AI-based docking methods fail to generate physically valid poses or generalise to novel sequences,11,2023-12-13T12:57:12Z,13 months ago,,90,Chemical Science,7.6,fontawesome/solid/gears
MMO: Molecular Mechanics in OCaml,https://github.com/UnixJunkie/MMO,https://doi.org/10.1002/jcc.27478,,,Structure-based Virtual Screening,Docking Pose Processing,Minimization,,An ANI?2 enabled open?source protocol to estimate ligand strain after docking,7,2025-01-16T10:56:13Z,0 months ago,,2,Journal of Computational Chemistry,3.4,fontawesome/solid/gears
PyRosettta,https://www.pyrosetta.org/,https://doi.org/10.1093/bioinformatics/btq007,,,Structure-based Virtual Screening,Docking Pose Processing,Minimization,,,,,,,670,Bioinformatics,4.4,fontawesome/solid/gears
Vina_pose_Optimization,https://github.com/rongfengzou/vina_pose_optimization,,,,Structure-based Virtual Screening,Docking Pose Processing,Minimization,,optimize positions of ligand polar hydrogens in docking pose,1,2023-11-05T15:55:07Z,14 months ago,,,,,fontawesome/solid/gears
Classy_Pose,https://github.com/vktrannguyen/Classy_Pose,https://doi.org/10.1002/aisy.202400238,,,Structure-based Virtual Screening,Docking Pose Processing,ML Pose Selection,,ClassyPose: A Machine?Learning Classification Model for Ligand Pose Selection Applied to Virtual Screening in Drug Discovery,1,2025-01-01T21:32:07Z,0 months ago,,2,Advanced Intelligent Systems,6.8,fontawesome/solid/gears
SiteInterlock,https://github.com/rasbt/siteinterlock,https://doi.org/10.1002/prot.25172/full,,,Structure-based Virtual Screening,Docking Pose Processing,Other,,based upon the hypothesis that interfacial rigidification of the protein-ligand interface is an important characteristic that can detect the native ligand binding mode,19,2016-11-22T18:20:07Z,99 months ago,,0,,,fontawesome/solid/gears
DockQ,https://github.com/bjornwallner/DockQ/,https://doi.org/10.1371/journal.pone.0161879,,https://wallnerlab.org/DockQ,Structure-based Virtual Screening,Docking Pose Processing,Quality Assessment,,"DockQ is now also able to score interfaces between proteins, nucleic acids, and small molecules.",251,2025-01-23T12:03:44Z,4 months ago,,306,PLOS ONE,2.9,fontawesome/solid/gears
PECAN,https://github.com/LLNL/PECAN2,https://doi.org/10.3390/make6010030,,,Structure-based Virtual Screening,Docking Pose Processing,Quality Assessment,,"Implements convolutional neural network approaches for improving virtual high-throughput screening, using 3D atomic representation as input data.",2,2023-12-21T00:32:17Z,13 months ago,,2,Machine Learning and Knowledge Extraction,4,fontawesome/solid/gears
PLIF_validity,https://github.com/Exscientia/plif_validity,https://doi.org/10.7717/peerj.6283/supp-7,,,Structure-based Virtual Screening,Docking Pose Processing,Quality Assessment,,Assessing interaction recovery of predicted protein-ligand poses,9,2024-10-02T11:33:50Z,3 months ago,,0,,,fontawesome/solid/gears
PoseBench,https://github.com/BioinfoMachineLearning/PoseBench,https://doi.org/10.5281/zenodo.11477766,,,Structure-based Virtual Screening,Docking Pose Processing,Quality Assessment,,comprehensive benchmark for practical protein-ligand docking,135,2025-03-05T23:53:46Z,2 months ago,,0,,,fontawesome/solid/gears
PoseBusters,https://github.com/maabuu/posebusters,https://doi.org/10.1039/D3SC04185A,,,Structure-based Virtual Screening,Docking Pose Processing,Quality Assessment,,Plausibility checks for generated molecule poses.,264,2025-03-13T15:09:18Z,0 months ago,,90,Chemical Science,7.6,fontawesome/solid/gears
PoseCheck,https://github.com/cch1999/posecheck,https://doi.org/10.48550/arXiv.2308.07413,,,Structure-based Virtual Screening,Docking Pose Processing,Quality Assessment,,,78,2024-11-03T16:26:50Z,2 months ago,,0,,,fontawesome/solid/gears
pyDockRMSD,https://github.com/neudinger/pyDockRMSD,https://doi.org/10.1186/s13321-019-0362-7,,,Structure-based Virtual Screening,Docking Pose Processing,RMSD calculation,,"DockRMSD is an open-source program that identifies the minimum symmetry-corrected RMSD for docked poses without losing computational efficiency, useful for ligand molecules with complex structural symmetry.",9,2023-10-06T15:16:24Z,15 months ago,,238,Journal of Cheminformatics,7.1,fontawesome/solid/gears
rmsd,https://github.com/charnley/rmsd,https://doi.org/10.1107/S0567739476001873,,,Structure-based Virtual Screening,Docking Pose Processing,RMSD calculation,,Calculate Root-mean-square deviation (RMSD) of Two Molecules Using Rotation,521,2025-01-13T16:53:56Z,0 months ago,,2453,Acta Crystallographica Section A,,fontawesome/solid/gears
spyRMSD,https://github.com/RMeli/spyrmsd,https://doi.org/10.1186/s13321-020-00455-2,,,Structure-based Virtual Screening,Docking Pose Processing,RMSD calculation,,Python tool for symmetry-corrected RMSD calculations.,93,2024-11-18T08:20:06Z,2 months ago,,52,Journal of Cheminformatics,7.1,fontawesome/solid/gears
AL-VS,https://github.com/molecularinformatics/PretrainedAL-VS,https://doi.org/10.1021/acs.jcim.3c01938,,,Structure-based Virtual Screening,Docking Score Prediction,,,Large-Scale Pretraining Improves Sample Efficiency of Active Learning-Based Virtual Screening,9,2024-03-07T06:04:17Z,10 months ago,,3,Journal of Chemical Information and Modeling,5.6,material/progress-question
ChemProp,https://github.com/aamini/chemprop,https://doi.org/10.1021/acscentsci.1c00546,,,Structure-based Virtual Screening,Docking Score Prediction,,,Evidential Deep Learning for Guided Molecular Property Prediction and Discovery,120,2021-07-29T16:16:26Z,42 months ago,,116,ACS Central Science,12.7,material/progress-question
Conformalpredictor,https://github.com/Carlssonlab/conformalpredictor,https://doi.org/10.26434/chemrxiv-2023-w3x36,,,Structure-based Virtual Screening,Docking Score Prediction,,,Rapid Traversal of Ultralarge Chemical Space using Machine Learning Guided Docking Screens (standalone).,32,2025-01-20T09:05:53Z,0 months ago,,2,,,material/progress-question
DeepDocking,https://github.com/jamesgleave/Deep-Docking-NonAutomated,https://doi.org/10.1021/acscentsci.0c00229,,,Structure-based Virtual Screening,Docking Score Prediction,,,Deep Docking: A Deep Learning Platform for Augmentation of Structure Based Drug Discovery,50,2022-11-24T21:07:59Z,26 months ago,,273,ACS Central Science,12.7,material/progress-question
DeepDockingGUI,https://github.com/jamesgleave/DeepDockingGUI,https://doi.org/10.1021/acscentsci.0c00229,,,Structure-based Virtual Screening,Docking Score Prediction,,,Deep docking (DD) is a deep learning-based tool developed to accelerate docking-based virtual screening (standalone).,35,2022-10-20T03:42:36Z,27 months ago,,273,ACS Central Science,12.7,material/progress-question
HASTEN,https://github.com/TuomoKalliokoski/HASTEN,https://doi.org/10.1002/minf.202100089,,,Structure-based Virtual Screening,Docking Score Prediction,,,Machine Learning Boosted Docking (HASTEN): An Open?source Tool To Accelerate Structure?based Virtual Screening Campaigns,37,2023-04-21T07:33:33Z,21 months ago,,14,Molecular Informatics,2.8,material/progress-question
molpal,https://github.com/coleygroup/molpal,https://doi.org/10.1039/D0SC06805E,,,Structure-based Virtual Screening,Docking Score Prediction,,,Molecular Pool-based Active Learning,173,2023-04-20T19:20:33Z,21 months ago,,182,Chemical Science,7.6,material/progress-question
PyRMD2Dock,https://github.com/cosconatilab/PyRMD,https://doi.org/10.1021/acs.jcim.1c00653,,,Structure-based Virtual Screening,Docking Score Prediction,,,Streamlining Large Chemical Library Docking with Artificial Intelligence: the PyRMD2Dock (and PyRMD) (ultralarge screening - 2023) (standalone).,82,2023-06-23T12:43:46Z,19 months ago,,30,Journal of Chemical Information and Modeling,5.6,material/progress-question
RAD,https://github.com/keiserlab/rad,,,,Structure-based Virtual Screening,Docking Score Prediction,,,"Retrieval Augmented Docking (standalone, 2024).",5,2025-03-10T20:49:52Z,5 months ago,,,,,material/progress-question
EnOpt,https://github.com/durrantlab/EnOpt,https://doi.org/10.1038/s41598-024-71699-3,,,Structure-based Virtual Screening,Ensemble Docking,ML Optimisation,,Teaching old docks new tricks with machine learning enhanced ensemble docking,4,2024-07-31T19:11:23Z,5 months ago,,0,Scientific Reports,3.8,material/speedometer
Yasumitsu et al.,,https://doi.org/10.1101/2025.02.17.638750,,,Structure-based Virtual Screening,General Methods,Generation of SBVS target structures,,Generation of appropriate protein structures for virtual screening using AlphaFold3 predicted protein–ligand complexes,,,,,0,,,material/school
DrugHash,,https://doi.org/10.1016/j.patrec.2024.06.003,,,Structure-based Virtual Screening,ML+AI,Hashing-based,,Hashing based Contrastive Learning for VS,,,,,2,Pattern Recognition Letters,3.9,simple/adobeillustrator
Structure-based drug design with geometric deep learning [2023],,https://doi.org/10.1016/j.sbi.2023.102548,,,Structure-based Virtual Screening,ML+AI,Reviews,,Structure-based drug design with geometric deep learning,,,,,85,Current Opinion in Structural Biology,6.1,simple/adobeillustrator
Structure-based drug discovery with deep learning [2022],,https://doi.org/10.1002/cbic.202200776,,,Structure-based Virtual Screening,ML+AI,Reviews,,Structure?Based Drug Discovery with Deep Learning**,,,,,27,ChemBioChem,2.6,simple/adobeillustrator
Bayesian Enrichment Factor,,https://doi.org/10.48550/arXiv.2403.10478,,,Structure-based Virtual Screening,Performance Metrics,,,,,,,,0,,,material/tape-measure
Power Metric,,https://doi.org/10.1186/s13321-016-0189-4,,,Structure-based Virtual Screening,Performance Metrics,,,,,,,,27,Journal of Cheminformatics,7.1,material/tape-measure
LigUnity,https://github.com/IDEA-XL/LigUnity,https://doi.org/10.1101/2025.02.17.638554,,,Structure-based Virtual Screening,Scoring Functions,Binding Affinity,,foundation model for protein-ligand affinity prediction,15,2025-03-06T10:01:02Z,,,0,,,material/speedometer
LumiNet,https://github.com/lingcon01/SuScore,https://doi.org/10.1039/d4sc07405j,,,Structure-based Virtual Screening,Scoring Functions,Binding Affinity,,,,,,,0,Chemical Science,7.6,material/speedometer
T-ALPHA,https://github.com/gregory-kyro/T-ALPHA,https://doi.org/10.1101/2024.12.19.629497,,,Structure-based Virtual Screening,Scoring Functions,Binding Affinity,,,18,2025-02-24T00:55:39Z,,,0,,,material/speedometer
VinaCarb,,https://doi.org/10.1021/acs.jctc.5b00834,,https://pubs.acs.org/doi/10.1021/acs.jctc.5b00834,Structure-based Virtual Screening,Scoring Functions,Carbohydrates,,Carbohydrate specific scoring function,,,,,102,Journal of Chemical Theory and Computation,5.7,material/speedometer
NRGRank,https://github.com/NRGlab/NRGRank,https://doi.org/10.1101/2025.02.17.638675,,,Structure-based Virtual Screening,Scoring Functions,Coarse-grained,,,1,2025-02-19T18:33:17Z,,,0,,,material/speedometer
ExptGMS,,https://doi.org/10.1038%2Fs42004-023-00984-5,https://exptgms.stonewise.cn/#/create,,Structure-based Virtual Screening,Scoring Functions,Electron Density,,Experimental Electron Density based Grid Matching Score,,,,,4,Communications Chemistry,5.9,material/speedometer
ECScore,,https://doi.org/10.1021/acs.jcim.2c00616,,,Structure-based Virtual Screening,Scoring Functions,ElectroStatic Potential-based,,Modified Electrostatic Complementary Score Function,,,,,6,Journal of Chemical Information and Modeling,5.6,material/speedometer
AA-Score,https://github.com/xundrug/AA-Score-Tool,https://doi.org/10.1021/acs.jcim.1c01537,,,Structure-based Virtual Screening,Scoring Functions,Empirical,,An empirical protein-ligand scoring function focusing on amino acid-specific interaction components for improved virtual screening and lead optimization.,36,2023-03-12T11:02:13Z,22 months ago,,21,Journal of Chemical Information and Modeling,5.6,material/speedometer
Cyscore,http://clab.labshare.cn/software/,https://doi.org/10.1186/1471-2105-15-291,,http://clab.labshare.cn/software/cyscore.html,Structure-based Virtual Screening,Scoring Functions,Empirical,,An empirical scoring function for accurate protein-ligand binding affinty prediction (linux command line) (standalone).,,,,,72,BMC Bioinformatics,2.9,material/speedometer
LinF9,https://github.com/cyangNYU/Lin_F9_test,https://doi.org/10.1021/acs.jcim.1c00737,,,Structure-based Virtual Screening,Scoring Functions,Empirical,,"Presents Lin_F9, a linear empirical scoring function for protein-ligand docking, available within a fork of the Smina docking suite.",9,2021-10-07T21:50:47Z,40 months ago,,19,Journal of Chemical Information and Modeling,5.6,material/speedometer
Vinardo,http://smina.sf.net/,https://doi.org/10.1371/journal.pone.0155183,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0155183,Structure-based Virtual Screening,Scoring Functions,Empirical,,"Vinardo is a scoring function based on Autodock Vina that improves scoring, docking, and virtual screening capabilities. It was trained through a combination of scoring, minimization, and re-docking on curated datasets for optimum docking performance. Vinardo is available within Smina, a fork of Vina.",,,,,260,PLOS ONE,2.9,material/speedometer
DENOISer,https://github.com/HParklab/DENOISer,https://doi.org/10.1101/2024.10.17.618358,,,Structure-based Virtual Screening,Scoring Functions,For predicted structures,,Physics-inspired accuracy estimator for model-docked ligand complexes,10,2024-12-20T06:29:30Z,1 months ago,,0,,,material/speedometer
SQM-ML,https://github.com/tevang/sqm-ml,https://doi.org/10.26434/chemrxiv-2022-68n6h-v2,,,Structure-based Virtual Screening,Scoring Functions,Hybrid,,Hybrid Semiempirical Quantum Chemical - Machine Learning (SQM-ML) scoring function for protein-ligand interactions,3,2022-11-02T12:08:42Z,27 months ago,,0,,,material/speedometer
HydraMapSF,https://github.com/xiaoyangqu/HydraMapSF,,,,Structure-based Virtual Screening,Scoring Functions,Hydration,,"Contains content related to HydraMap-based features generation, but specific details about its functionality or applications were not provided.",6,2023-03-16T13:09:29Z,22 months ago,,,,,material/speedometer
WatSite3,,https://doi.org/10.1038/s42004-020-0261-x,,https://www.nature.com/articles/s42004-020-0261-x#code-availability,Structure-based Virtual Screening,Scoring Functions,Hydration,,,,,,,49,Communications Chemistry,5.9,material/speedometer
Convex-PL,,https://doi.org/10.1007/s10822-017-0068-8,,https://team.inria.fr/nano-d/software/convex-pl/,Structure-based Virtual Screening,Scoring Functions,Knowledge-based,,Convex-PL is a knowledge-based scoring function for protein-ligand interactions that augments Convex-PL with conformational flexibility for better performance in affinity prediction and virtual screening tasks.,,,,,25,Journal of Computer-Aided Molecular Design,3,material/speedometer
DLIGAND2,https://github.com/yuedongyang/DLIGAND2,https://doi.org/10.1186/s13321-019-0373-4,,,Structure-based Virtual Screening,Scoring Functions,Knowledge-based,,"DLIGAND2 is a knowledge-based method for predicting protein-ligand binding affinity, utilizing a distance-scaled, finite, ideal-gas reference state.",12,2019-02-26T01:12:07Z,71 months ago,,40,Journal of Cheminformatics,7.1,material/speedometer
ITScoreAff,,https://doi.org/10.1021/acs.jpcb.3c04421,,http://huanglab.phys.hust.edu.cn/ITScoreAff/,Structure-based Virtual Screening,Scoring Functions,Knowledge-based,,iterative knowledge-based scoring function for protein-ligand interactions by considering binding affinity information,,,,,3,The Journal of Physical Chemistry B,2.8,material/speedometer
KORP-PL,,https://doi.org/10.1093/bioinformatics/btaa748,,https://team.inria.fr/nano-d/software/korp-pl/,Structure-based Virtual Screening,Scoring Functions,Knowledge-based,,"KORP-PL is a novel coarse-grained knowledge-based scoring function for protein-ligand interactions, focusing on the relative orientation of a ligand molecule to a protein residue.",,,,,18,Bioinformatics,4.4,material/speedometer
AEScore,https://github.com/bigginlab/aescore,https://doi.org/10.1186/s13321-021-00536-w,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Learning protein-ligand binding affinity using atomic environment vectors.,10,2022-03-24T13:38:33Z,34 months ago,,44,Journal of Cheminformatics,7.1,material/speedometer
AEV-PLIG,https://github.com/oxpig/AEV-PLIG,https://doi.org/10.1038/s42004-025-01428-y,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,,19,2025-02-12T11:51:53Z,,,0,Communications Chemistry,5.9,material/speedometer
AGL-EAT-Score,https://github.com/,https://doi.org/10.1186/s13321-025-00955-z,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,extended atom-type graph-based model for precise ligand–receptor binding afnity prediction,,,,,0,Journal of Cheminformatics,7.1,material/speedometer
AKScore,,https://doi.org/10.3390/ijms21228424,,https://pubmed.ncbi.nlm.nih.gov/33182567/,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,"This model uses an ensemble of multiple independently trained 3-D convolutional neural networks to predict protein-ligand complex binding affinity, showing high correlation with experimental data.",,,,,70,International Journal of Molecular Sciences,4.9,material/speedometer
